Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow
2014-07-10,104.67,+0.14,+0.14%,104.16,104.16,105.17,"2,266,386",,0.00
2014-07-09,104.53,+0.41,+0.39%,103.90,103.81,104.59,"2,328,158",,0.00
2014-07-08,104.12,+1.01,+0.98%,103.22,102.92,104.29,"2,584,447",,0.00
2014-07-07,103.11,-0.03,-0.03%,103.12,102.72,103.26,"1,576,930",,0.00
2014-07-03,103.14,+0.53,+0.52%,102.70,102.65,103.35,"976,048",,0.00
2014-07-02,102.60,+0.27,+0.27%,102.16,102.16,102.75,"1,122,270",,0.00
2014-07-01,102.33,+0.25,+0.24%,102.42,101.85,102.56,"1,501,715",,0.00
2014-06-30,102.08,-0.29,-0.29%,102.49,102.03,102.91,"1,389,991",,0.00
2014-06-27,102.37,-0.13,-0.13%,102.50,101.95,102.60,"2,477,302",,0.00
2014-06-26,102.51,-0.56,-0.54%,103.04,102.19,103.27,"1,252,089",,0.00
2014-06-25,103.06,-0.04,-0.03%,102.83,102.54,103.22,"1,188,720",,0.00
2014-06-24,103.10,+0.97,+0.95%,102.41,102.01,103.28,"1,906,557",,0.00
2014-06-23,102.13,-0.12,-0.12%,102.12,101.50,102.22,"1,509,532",,0.00
2014-06-20,102.26,-0.80,-0.77%,103.40,102.02,103.40,"2,966,299",,0.00
2014-06-19,103.06,-0.01,-0.01%,103.33,102.63,103.34,"1,635,755",,0.00
2014-06-18,103.06,+0.73,+0.71%,102.52,102.00,103.13,"2,113,173",,0.00
2014-06-17,102.34,+0.02,+0.02%,102.29,102.06,102.64,"1,505,805",,0.00
2014-06-16,102.32,+0.12,+0.11%,102.22,101.89,102.35,"1,503,081",,0.00
2014-06-13,102.21,-0.12,-0.12%,102.56,101.65,102.56,"1,230,071",,0.00
2014-06-12,102.33,-0.71,-0.69%,102.94,102.00,103.21,"1,427,319",,0.00
2014-06-11,103.04,-0.76,-0.73%,103.23,102.81,103.66,"1,117,146",,0.00
2014-06-10,103.80,-0.60,-0.58%,104.04,103.62,104.36,"1,089,123",,0.00
2014-06-09,104.40,-0.40,-0.38%,104.78,104.13,105.35,"1,623,136",,0.00
2014-06-06,104.80,+0.43,+0.41%,104.32,104.23,104.81,"1,669,550",,0.00
2014-06-05,104.38,+1.28,+1.24%,103.71,103.46,104.55,"2,614,252",,0.00
2014-06-04,103.10,+0.71,+0.69%,102.20,102.18,103.26,"1,297,837",,0.00
2014-06-03,102.39,-0.15,-0.15%,102.36,102.18,102.83,"1,127,418",,0.00
2014-06-02,102.54,-0.30,-0.29%,102.68,102.42,102.95,"1,085,483",,0.00
2014-05-30,102.84,+1.67,+1.65%,101.59,101.06,102.91,"2,622,386",,0.00
2014-05-29,101.18,-0.09,-0.09%,101.57,100.62,102.11,"2,976,908",,0.00
2014-05-28,101.27,+0.33,+0.32%,101.05,101.01,101.89,"2,391,409",,0.00
2014-05-27,100.94,-0.95,-0.93%,101.94,100.72,102.13,"2,583,867",,0.00
2014-05-23,101.89,+0.19,+0.18%,102.00,101.50,102.07,"1,103,053",,0.00
2014-05-22,101.70,+0.19,+0.18%,101.52,101.41,101.94,"1,059,931",,0.00
2014-05-21,101.51,-0.54,-0.53%,102.03,101.19,102.22,"1,712,718",,0.00
2014-05-20,102.05,-1.10,-1.07%,102.64,101.92,102.92,"2,127,085",,0.00
2014-05-19,103.15,+0.67,+0.66%,102.02,101.82,103.31,"2,212,762",,0.00
2014-05-16,102.48,+1.12,+1.10%,101.57,101.37,102.67,"2,146,282",,0.00
2014-05-15,101.36,-0.69,-0.68%,101.73,100.72,101.76,"1,890,968",,0.00
2014-05-14,102.05,-1.03,-1.00%,102.59,101.82,102.91,"1,255,293",,0.00
2014-05-13,103.08,-0.20,-0.19%,103.11,102.90,103.36,"1,229,433",,0.00
2014-05-12,103.28,+0.99,+0.97%,102.63,102.45,103.63,"1,940,724",,0.00
2014-05-09,102.28,+0.59,+0.58%,101.54,101.32,102.53,"1,954,566",,0.00
2014-05-08,101.70,+2.44,+2.46%,100.24,100.14,101.78,"2,557,564",,0.00
2014-05-07,99.26,-0.75,-0.75%,100.02,98.93,100.24,"2,951,813",,0.00
2014-05-06,100.02,-1.47,-1.45%,101.30,99.96,101.49,"1,945,691",,0.00
2014-05-05,101.49,-0.59,-0.57%,101.99,100.99,101.99,"1,397,980",,0.00
2014-05-02,102.07,-0.36,-0.35%,102.95,101.99,102.95,"1,321,116",,0.00
2014-05-01,102.44,-0.11,-0.10%,102.54,101.89,102.83,"1,167,950",,0.00
2014-04-30,102.54,+0.25,+0.24%,101.97,101.73,102.61,"1,633,995",,0.00
2014-04-29,102.29,-0.17,-0.16%,102.28,102.08,102.78,"1,580,555",,0.00
2014-04-28,102.46,+0.51,+0.50%,102.03,102.03,103.37,"3,018,758",,0.00
2014-04-25,101.95,-0.02,-0.02%,101.81,101.23,102.21,"1,721,552",,0.00
2014-04-24,101.97,+0.21,+0.21%,101.85,101.18,102.21,"1,939,330",,0.00
2014-04-23,101.75,+1.09,+1.08%,100.59,100.46,101.93,"1,999,296",,0.00
2014-04-22,100.66,-0.48,-0.47%,101.05,100.62,101.26,"2,315,142",,0.00
2014-04-21,101.14,+0.53,+0.53%,100.62,100.52,101.14,"1,826,836",,0.00
2014-04-17,100.61,+0.01,+0.01%,100.63,100.27,101.08,"1,659,126",,0.00
2014-04-16,100.60,+1.27,+1.28%,99.99,99.52,100.73,"2,455,027",,0.00
2014-04-15,99.33,-0.44,-0.44%,99.79,98.79,100.13,"2,130,181",,0.00
2014-04-14,99.78,+0.43,+0.43%,99.71,98.86,100.17,"2,518,969",,0.00
2014-04-11,99.35,0.00,0.00%,98.78,98.75,99.97,"3,098,466",,0.00
2014-04-10,99.35,-0.86,-0.86%,101.16,99.23,101.44,"3,305,094",,0.00
2014-04-09,100.21,+0.35,+0.35%,99.92,99.38,100.29,"2,899,623",,0.00
2014-04-08,99.86,+1.66,+1.69%,98.00,97.84,99.94,"3,863,906",,0.00
2014-04-07,98.21,+0.12,+0.13%,98.15,97.83,98.51,"3,119,749",,0.00
2014-04-04,98.08,-0.93,-0.94%,99.24,98.07,99.28,"2,722,053",,0.00
2014-04-03,99.01,+0.13,+0.13%,99.05,98.64,99.41,"2,329,649",,0.00
2014-04-02,98.88,-0.27,-0.28%,99.19,98.34,99.29,"3,296,836",,0.00
